5.123097204888688694e+00,1.097054133402444265e+01,7.142627812006628218e+00,9.100781349340119064e+00,5.613636386577384485e+01
1.872189755268778555e+01,4.597524700286397348e+01,1.433586114067896711e+00,2.240703304921112693e+00,2.940229950711765738e+01
2.014779337149178318e+01,3.559449291516355363e+00,9.016387002503416070e+00,5.341020732264589554e+01,1.165940258421618303e+01
1.033465961730156124e+01,1.977569413472011917e+01,1.300184207893278820e+00,1.680909011775763462e+00,3.294250022329874383e+01
6.825632729441392321e+00,1.170676217185229540e+01,4.168652748442720934e+01,3.090595482961223439e+00,3.627349000876977669e+01
2.232040323835730256e+00,2.545131463828461449e+01,4.219705522842298251e+01,7.671396292840972464e+00,6.002272772669925871e+00
7.893706831833036119e+00,1.922441360269856681e+00,8.139998067414211391e+01,7.690039161773540854e+00,3.299889721458231229e-01
3.315305843182051149e+01,2.567244376725253296e+00,2.278343856112157795e+01,1.601118944087679807e+01,1.005180859321027409e+00
2.170813427299480569e-01,1.534220705025554210e+01,1.236036873926563118e+01,5.512462370988875371e+00,6.297862796158011633e+01
9.420351942690530223e-05,9.999713584276463507e+01,2.960870773097861765e-05,5.898950439901458386e-04,2.056848791902867075e-03
3.610767090406969526e+00,5.344671593091690376e+00,7.411737802237077233e+01,1.042335915930546442e+01,2.867252235072148991e+00
2.939042660546531849e+00,7.042795878408679044e+00,2.288301428395980164e+00,7.924752624497081399e+01,3.243771983006028314e+00
0.000000000000000000e+00,3.311854407716931323e-04,9.294260438548164416e+01,7.937811219792809680e-01,2.675211507803462174e-01
1.220698386644012645e+00,2.998225823883011287e+00,2.123362691756339515e+00,7.045759067974437073e+01,8.635305450807374328e+00
6.720436146246832720e+00,1.351397726284253309e-01,4.280930574900867924e+00,7.308884238280120016e-01,8.710693272410247801e+01
3.723833597456423661e+01,2.989332066274639765e-01,1.652296075252822627e+00,1.470243682740755453e+01,4.377825837889047023e+01
6.961496408642413769e+01,3.675496755914005320e-03,2.147674979259351247e+00,2.318820349320474250e+01,4.110120641775385053e+00
3.545113527517155205e+01,6.909541667503210860e+00,2.970031603170220080e-02,2.414002420909461797e-05,4.815136606651496720e+01
3.064577261743899328e+01,1.283275348112073466e+01,0.000000000000000000e+00,1.348661781065100485e+01,2.150083520200650256e+01
4.761401180759494700e+00,7.770849875464324441e+01,4.172235748380174192e-01,2.902858125905853015e+00,1.376531019865665861e+01
1.022931517553449510e+01,3.660268642643349501e-01,4.406478654099080572e+00,5.419917131598855775e+01,3.890778333737013206e+00
1.287275101983049375e+01,1.614236190701245732e+01,0.000000000000000000e+00,1.080653287531181306e+01,4.081116244177303543e+01
6.227780930536173543e+00,8.880913196269202103e+01,1.334060518922530969e+00,5.181373572131562355e-01,1.487705102691566861e+00
1.457319995876538599e+01,1.010555112677473844e+01,6.026518005685606305e-02,3.765293580309398180e+01,3.472581558468461793e+01
1.544099948686828050e+01,6.788680576398398614e+00,3.384525003109863661e+01,2.477838526214738479e+01,1.819809396840983950e+01
1.024022726266045247e+01,5.542669812819805486e+01,1.214340344817915307e+00,1.592026558294852068e+00,8.329867802411655475e+00
2.749921505810715416e+01,4.182196706903142935e-01,4.234705953455012661e+00,3.036583896705380781e+01,2.263220849620299902e+01
7.000715603614300164e+01,1.731365575143110291e+01,1.878664670238006443e-02,2.689300654751493602e-01,0.000000000000000000e+00
7.751253776942827756e+01,1.185153057342204796e+01,1.878664670238006443e-02,2.689300654751493602e-01,1.749569889607823295e-02
