4.670676475604625466e+02,7.082736718005781995e+01,1.064052916054584330e+03,-4.626153500813387609e+02,5.398482755742534209e+02
7.465229947077339148e+02,4.114231533378664381e+02,1.008618121167599270e+03,-5.648991137236262148e+02,2.080785368833301447e+02
7.758251537841561003e+02,-1.282558393545862430e+00,1.082247117794308224e+03,1.980381911806503581e+02,-1.211081392987716754e+01
5.741652551355469996e+02,1.565015039308267433e+02,1.007322788658643617e+03,-5.732456466344234514e+02,2.520124277711373963e+02
5.020547525900205983e+02,7.799079593212283612e+01,1.399474181873788211e+03,-5.522272213490480226e+02,2.933500110088329507e+02
4.076564286548242535e+02,2.117252914305092872e+02,1.404431406267987313e+03,-4.839274812737410230e+02,-8.231579489116619186e+01
5.240036753941689085e+02,-1.721064556457429262e+01,1.785091812345919607e+03,-4.836495160979564503e+02,-1.527088368556703131e+02
1.043083350773911661e+03,-1.093671221446328445e+01,1.215925188428490401e+03,-3.595811654365269305e+02,-1.443297055358260366e+02
3.662490215931003945e+02,1.133636745989864210e+02,1.114717180458269240e+03,-5.161171860485558227e+02,6.247607730032092377e+02
3.617899358823241869e+02,9.370561317500998939e+02,9.946982875005520555e+02,-5.982992046648940914e+02,-1.567784745064924721e+02
4.359892637078631878e+02,1.608765460078215170e+01,1.714377740597220054e+03,-4.428957149347554605e+02,-1.212213997627546007e+02
4.221853266742311916e+02,3.261040389691645203e+01,1.016917406869724914e+03,5.832726163125147423e+02,-1.165487896908951910e+02
3.617879999999999541e+02,-3.591277756566129398e+01,1.897170688583026731e+03,-5.864727234712888730e+02,-1.534840625188159038e+02
3.868733518455344438e+02,-6.743262733618298199e+00,1.015315851736953960e+03,4.522146770349884832e+02,-4.963985935548048190e+01
4.998929628053724059e+02,-3.460109001232541459e+01,1.036265835882287547e+03,-5.874104536007242814e+02,9.241930351061116653e+02
1.127035804277295028e+03,-3.300737989951476692e+01,1.010741794890704909e+03,-3.790946669033534135e+02,3.864841864820307364e+02
1.792375511976016014e+03,-3.588023741656495247e+01,1.015551924048608385e+03,-2.525718859163172567e+02,-1.057974028355674818e+02
1.090308829904775394e+03,3.131384042480624430e+01,9.949863900686676743e+02,-5.983076400722389963e+02,4.407544528854507462e+02
9.915586272883713264e+02,8.894669137130475178e+01,9.946979999999999791e+02,-3.972225284431934256e+02,1.100213648569007034e+02
4.596347942646075921e+02,7.201876928826786752e+02,9.987492409116770204e+02,-5.550263853427436516e+02,1.402349956532913211e+01
5.720004268572338333e+02,-3.235455861070801831e+01,1.037484907731301973e+03,2.098016443213894036e+02,-1.085194408783236497e+02
6.263230334575166580e+02,1.211491813552312067e+02,9.946979999999999791e+02,-4.371825948291007649e+02,3.496625259024033312e+02
4.897688981225182943e+02,8.281968539969932408e+02,1.007651727638737839e+03,-5.905825720039517819e+02,-1.383415796755976714e+02
6.612672591526286396e+02,6.241101246351820464e+01,9.952831748983520583e+02,-3.690272717586873341e+01,2.741433714059360796e+02
