5.153287478072607897e-01,2.138018399145893866e+00,3.319366298851097241e+01,5.986252149238991649e+01,5.113004069071072522e+00,4.909739774812091184e+01
4.071736178266315953e+00,9.274289638499210753e+01,5.048443558043069768e-01,0.000000000000000000e+00,2.407602061070799238e+01,3.786500335777279957e+01
1.147419546842189142e+01,5.364967661778686114e+00,5.735906114595954364e+01,1.263871009006697044e+01,1.252382632515643834e+01,7.385095256121046248e+01
7.161041318193552740e+01,1.591780305404181917e+00,2.243491520575587472e+01,3.450638891256598839e+00,1.381791807561515206e+01,6.896841781270218519e+01
3.708151002394880180e+01,8.239305045501053471e+00,4.762896815130147132e+01,9.451831609918550647e-01,6.365115017555002908e+01,1.612289053638956560e+01
6.660901589667022904e+01,4.205307401851564819e+00,2.156865683359848518e+01,1.390416851732186217e-02,3.984830789045827260e+01,4.837962551698300473e+01
5.196332530201415523e+01,0.000000000000000000e+00,9.747778344710839038e-01,4.291604462671671882e+01,6.548970018965668771e+01,1.760165121559228396e+01
1.208347295140667832e+01,9.738460047640147721e+00,4.300031838005909179e+01,2.054124004279308124e+01,4.632864735618724694e+01,1.241167914311047005e+00
0.000000000000000000e+00,7.805518987725323932e-01,7.192625396987433639e+00,9.007894275693585939e+01,4.663095670618510269e+01,4.045477481307057843e+01
1.700171750622909528e+01,7.775640300021443352e+01,2.508019737367971902e-01,0.000000000000000000e+00,3.294114156404594951e+01,5.269413212313104999e+00
9.144891632369681389e+00,4.598449450950018047e+01,7.001415049899845755e+00,3.674120466278702679e+01,3.575467630757953152e+00,9.375132513412779645e+01
5.894755139483405060e+01,4.372522980835336526e+00,1.197657905968129199e+01,2.423992330444470156e+01,1.226764624952247917e+00,9.662887317467350101e+01
1.741769305794493294e-01,4.258066631052466278e+01,8.719577125194341249e+00,3.627726242825306002e+01,3.289009344315801275e+00,7.876225321865376827e+01
1.203442550022832513e+00,8.668897774785475008e+01,7.152359260030276555e-01,3.186049870545063722e+00,5.189670205141285919e+01,3.742716575415800406e+01
8.624507259962888028e+00,4.950893386723227962e+01,9.687019436405048367e+00,9.735725482999026070e+00,3.738909558178197301e+01,4.939663381861939762e+00
4.383821131550696037e+01,6.686039748114808390e+00,7.428295169040131540e+00,2.215157374780658017e+01,2.245428757888609894e+01,4.979004732756459362e+01
8.307863536213628208e+01,9.913628300262558923e+00,4.113137931231308109e+00,2.703058726412272961e-01,9.058618069793844541e+01,8.252696576002565010e-01
2.404969641724091289e+01,5.966072679770437048e+01,6.888082362951708504e-01,1.113209287872683717e+01,8.936878313693611631e+00,7.101111786922453462e+01
1.018068797666779446e+01,3.719172640750636560e+01,9.350067048819422411e+00,3.641613785513915502e+01,7.140554927590446965e+00,8.229076711873963745e+01
4.696286093550777530e+00,4.919460579229876451e+00,8.452386071461371841e+01,5.112261452863115174e+00,2.797872631907560859e+01,6.469001323941645865e+01
7.873865307497925414e+01,1.271661961287784415e+01,4.648630874173329985e+00,1.746280875407592914e+00,5.719016341724229591e+01,1.118612839430130013e+00
5.721645747812384997e+01,5.188350790748517127e+00,5.888471753457694469e+00,1.317753109959959623e+01,1.821978878601581897e+01,3.862764547533646464e+01
7.385726335963100908e-01,2.527827001182759759e+01,1.523208626260471021e+01,5.688029523234823159e+01,1.376007763958849850e+01,8.076415946689603231e+01
9.292298190900819321e+00,4.805904530451509515e+01,5.150708440064040161e+00,3.714284366174117480e+01,3.639050940909715148e+00,9.123003195237292573e+01
1.229297316718663957e+01,8.432051840866744419e-02,7.710926352917987003e+01,1.002210439457653379e+01,8.110216633699897670e+01,5.848610957953608747e+00
7.712851998354443239e+00,4.073431823977978183e+01,3.263310492734331492e-01,9.844355484548337643e+00,5.326882182133088861e+01,4.963800276589202198e+00
4.593148155532962562e+01,0.000000000000000000e+00,2.477567628779668141e+01,1.842843812124443303e+01,6.393897552962808817e+01,2.114497445428785838e+01
1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.467168829293069621e+01,5.269413212313104999e+00
2.628208124168250848e+01,1.607915789502920489e+01,5.187072914827960801e+01,1.803155632002509279e+00,4.334219154516049599e+01,1.846891805472712278e+01
1.415267212482955195e+01,8.186489735723576189e+01,3.387432765006804125e+00,5.851877820821533849e-01,9.998782483324779946e+01,0.000000000000000000e+00
6.265136457010060411e+01,1.352530433540714583e+01,1.061281148012587927e+01,1.296991503483347863e+01,8.798606056905695638e+00,8.700683171410061334e+01
2.525850297543257383e+01,1.481979189799958263e+01,4.644317009559145504e+00,5.176508923722416711e+01,5.068686725744079524e+01,4.550955088189853370e+01
2.828920417157645772e+01,3.006213846835746040e+01,6.888082362951708504e-01,2.205885967808275794e+01,1.954548965845773267e+01,5.478533236175303500e+01
8.548486713854175889e+01,6.828316535713052637e-01,2.070361946095246264e+00,9.735725482999026070e+00,6.885492181788846722e+01,4.939663381861939762e+00
5.632235958757307870e+00,1.229830455809631751e+01,1.808848763087307132e+00,7.981441351267267237e+01,7.401824146007197669e+01,1.320266115954791353e+01
3.628792521524795944e+01,1.572068263011093769e+01,1.046273660214539936e+00,4.327499551140549272e+01,8.331451394234608898e+00,2.592679119002189481e+01
3.342093073953726901e+01,2.727200515135588255e+00,1.736022460758690755e+01,2.935379623550197792e+01,1.820534079651037018e+01,3.055979008139011199e+01
1.527937724244088358e-01,9.938072887930577792e+01,5.989859863456069300e-02,0.000000000000000000e+00,7.214722477362502673e+01,2.716604363568879066e+01
5.187063184081594613e+01,4.847177332164142594e-01,9.653752974268419162e-01,4.519260808614875202e+01,5.073199867397665486e+01,1.202332819326711766e+00
1.018068797666779446e+01,3.719172640750636560e+01,1.195814171119251768e+01,3.530294783672700021e+01,2.384720055505396008e+00,8.844446296863766577e+01
2.978055561520438133e+01,2.010491101654888269e+01,3.622437666931700306e+01,1.235028732566840404e+01,2.724427057536494345e+01,6.915775083353049979e+01
8.994670185760372760e+01,1.325377157376699845e-02,0.000000000000000000e+00,9.513740920607888896e+00,4.466880473037204524e+01,4.327693933080730204e+01
8.442171262146715982e-01,1.585166359405920877e+00,3.612402841729906555e+00,8.494825572488926468e+01,4.644401357751557669e+01,2.426938141277270944e+01
1.343040961838511738e+00,8.668897774785475008e+01,7.152359260030276555e-01,1.069170842328868609e+01,4.746497212487854966e+01,3.742716575415800406e+01
1.451149103148916097e+00,2.902845112172710174e+01,6.368998451151153262e+01,5.628619312509475670e+00,5.096599480438550955e+01,3.527833382104171989e+01
2.435566332382302335e+01,5.216384381186617247e+01,3.094400040923674933e+00,1.648295709755193883e+01,1.056657368325958757e+01,6.146621498096693159e+01
8.548486713854175889e+01,6.849836988789911318e-01,1.733959567452348693e+00,9.735725482999026070e+00,6.693773425636911156e+01,4.939663381861939762e+00
5.824474118638961784e+01,2.902648445891356488e+01,1.270186274771589119e+01,1.422327559614553101e-02,0.000000000000000000e+00,9.998674087380391029e+01
8.316556443838848622e+01,0.000000000000000000e+00,4.113137931231308109e+00,2.703058726412272961e-01,5.545771276706426534e+01,7.926501505823386751e+00
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.265874873596095540e+01,2.715167460603849037e+01
7.795967481555412348e+01,1.271661961287784415e+01,4.990701996561720755e+00,1.558812710635977705e+00,8.593449736231458758e+01,1.118612839430130013e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,4.466880473037204524e+01,4.328378638028780045e+01
6.660901589667022904e+01,1.076106211023716241e+01,2.156865683359848518e+01,5.121556064944477946e-03,3.984830789045827260e+01,4.850340494635122468e+01
6.538796212393123142e+00,3.336857846527411908e+01,1.392026042707291467e+01,4.418516568687840262e+00,2.517977201957165434e+01,1.289032967275961106e+01
4.684017838188184868e+01,2.902648445891356488e+01,2.040861638331669781e+01,1.422327559614553101e-02,0.000000000000000000e+00,9.006398372476802194e+01
7.822697905682991504e+00,3.919502789128202380e+01,1.392026042707291467e+01,2.352144390556680520e+01,1.687206386143540371e+01,1.157732408248480205e+01
2.459819679257770897e+00,2.668286037452971726e+01,1.216357803852319108e+01,5.566357536308892406e+01,3.864184179608005820e+01,1.005437287751217745e+01
9.354570943984474241e+01,1.693902531390919508e-01,0.000000000000000000e+00,3.577609464057254218e-01,3.103112015853865557e+01,5.051137141886995607e+01
1.415267212482955195e+01,8.186489735723576189e+01,3.387432765006804125e+00,5.851877820821533849e-01,9.998782483324779946e+01,0.000000000000000000e+00
2.301375242832117252e+01,2.211651114129911377e+01,5.203432233266086371e+01,1.148483196775179849e+00,6.535111932464793938e+01,3.055816665489106043e+01
5.824474118638961784e+01,2.902648445891356488e+01,1.270186274771589119e+01,1.422327559614553101e-02,0.000000000000000000e+00,9.998674087380391029e+01
1.981880458349550622e+01,8.755784471020527704e+00,7.138258043350676019e+01,0.000000000000000000e+00,6.846972232370482914e+01,3.440143945271495252e+00
6.265136457010060411e+01,1.352530433540714583e+01,1.064399748197645046e+01,1.297042242985440197e+01,6.420977777053233915e+00,8.694382806910998340e+01
5.187063184081594613e+01,3.965081916295119524e-01,9.788050886482824176e-01,4.519260808614875202e+01,2.425812250020226202e+01,1.115173218941523814e+01
4.410424534368408089e+00,4.760947578259776769e+00,1.048694171410984310e+01,6.228862902450863714e+01,6.836846491293273154e+00,6.934516294316553342e+01
2.571119152981233391e+00,1.305046977735897090e-02,0.000000000000000000e+00,9.729749238213580043e+01,3.394684256875368789e+01,4.297859894989979068e+01
1.735210527322940954e-01,9.501805636583706871e+01,3.839850383196309558e+00,9.429795942760708094e-01,5.352857104222238149e+01,3.149325740699784504e+01
1.341539689104602306e+00,5.474689845967164459e+00,7.152359260030276555e-01,9.129761037614441932e+01,5.189670205141285919e+01,2.041543408900439260e+01
3.241096255025860984e+01,1.844317058872788095e+01,3.667556649318455442e+01,1.235028732566840404e+01,2.697504030775933259e+01,6.174411941348753885e+01
4.549205378700423097e+01,0.000000000000000000e+00,2.500223678386859660e+01,1.809969731383192482e+01,1.618846585860814358e+01,1.970218423041921341e+01
7.303655728705976680e-03,0.000000000000000000e+00,9.491394449298434211e+01,1.825612371944436818e+00,1.574563159039262850e+01,7.876225321865376827e+01
3.339902131009038300e+01,5.786351099126955333e+00,2.235391929187348481e+01,3.296167237367201608e+01,1.771079317652014851e+01,3.129065059111163549e+01
0.000000000000000000e+00,7.221805809153444500e+00,2.626766957281649084e+01,6.639448889471272253e+01,3.965659470746042103e+01,3.874406083416475610e+01
1.228741534638049693e+01,5.521493789314053068e-03,8.031149476214446281e+01,6.913000510573278135e+00,8.110216633699897670e+01,6.897167097429055538e+00
2.804344067387914752e+00,3.501321986149227516e+00,9.212492525573870239e+01,1.520070247305078448e+00,4.897511652215585087e+01,3.727394439412575622e+01
3.271611782078557695e+01,2.727200515135588255e+00,1.736022460758690755e+01,2.935379623550197792e+01,1.960733962802916608e+01,3.765888835517112909e+01
1.014574728809696325e+01,1.242410378849726449e+01,6.153688826874319062e+01,7.139722557192231811e+00,5.589140982973122895e+00,3.821396781016083111e+01
1.156783009237798687e+01,5.364967661778686114e+00,6.675814777543092760e+01,1.002187496847928472e+01,1.181774265332338381e+01,7.500387896632513218e+01
1.228741534638049693e+01,5.472512865599295923e-03,7.710926352917987003e+01,1.010584317091021411e+01,8.110216633699897670e+01,5.848610957953608747e+00
1.300846452719344981e+01,1.046625514542842250e+00,8.491254755436296264e+00,7.238225864822422295e+01,6.573894276573001960e+00,7.922093015950363792e+01
2.514032517377390974e+01,1.716956020753790213e+01,4.762896815130147132e+01,9.451831609918550647e-01,6.844664465084824201e+01,1.742510031170564133e+01
6.930683351188051233e+01,2.541455629532646476e+00,1.839251936188667003e+01,5.970687177697647563e+00,1.275378409322247286e+01,7.215009204833744150e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,1.618846585860814358e+01,7.876225321865376827e+01
4.303264480762878819e+00,4.919460579229876451e+00,8.603144114426733324e+01,2.560230716132389173e+00,2.797872631907560859e+01,6.238628865038106142e+01
6.538796212393123142e+00,3.336857846527411908e+01,1.392026042707291467e+01,2.762078401777230141e+01,1.687206386143540371e+01,1.261600299624769406e+01
1.004020209545813280e+01,7.499568850334071612e+00,4.590356827776776782e+00,7.665339415876071882e+01,7.625778914126247798e+01,1.050053793974939076e+01
1.212640704887050802e+01,8.218853009807091325e+00,4.225448619953407103e+01,3.720396848223771968e+01,6.113401977042624935e+01,1.715145165332955557e+01
3.964046365536845684e+01,6.686039748114808390e+00,7.459481170890702728e+00,2.090037720137603472e+01,1.833788896650598588e+01,5.416379106607362814e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,1.618846585860814358e+01,7.876225321865376827e+01
2.628208124168250848e+01,1.607915789502920489e+01,5.244698624332496451e+01,1.837544299067775277e+00,1.084499307929639400e+01,1.846891805472712278e+01
2.245775257820722715e+01,6.529438227671290917e+01,7.051434318457908690e-01,4.581038285602397231e+00,4.987362610282897180e+00,5.970959247861544839e+01
3.958229500017856850e+01,1.114284717420879289e+01,2.785659349851807320e+01,7.852908435424779121e+00,1.047114209534129614e+01,3.950592941219062482e+01
7.686241815806780231e-01,5.643620006583881121e+01,1.179593026252877053e+01,2.815362898920755441e+01,3.437457030228320320e+01,2.999036898759819755e-02
1.286172618564444825e+01,7.305035995418329264e+01,6.001656445470909595e+00,4.680600249199544649e+00,1.224056338433186930e+01,7.684202368939624250e+01
5.153287478072607897e-01,2.135866353838208109e+00,3.353006536715387398e+01,5.706246031792022677e+01,7.030191630590419294e+00,4.909739774812091184e+01
1.004020209545813280e+01,7.499568850334071612e+00,4.590356827776776782e+00,7.665339415876071882e+01,7.625778914126247798e+01,1.050053793974939076e+01
3.871964327228732738e+00,8.809816607736161487e+00,8.240911745276086720e+01,3.754964974681743506e+00,2.581881530400035984e+01,6.744881402908163182e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.102283680840633107e-02,9.878326754185606262e+01,7.875990672586794972e+01,1.914587098563957923e-01
9.958758979628663610e+01,2.253620761653736190e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.374844680143030473e+01,4.840632345000416592e+01
1.759386401547180512e+01,6.313157975796762855e+00,6.896131409583708205e+01,6.138213882948114986e+00,6.426174677172039651e+01,1.981997926725995285e+01
